관측분야 : 지상기상관측
조회기간 : 임의기간(시별): 2014-01-01 00시 ~ 2014-12-31 23시
관측지점 : 서울(108)
출력기후요소 : 기온,강수량,풍속,해면기압,풍향

지점번호,지점,일시,기온 (℃),시간강수량 (mm),풍향 (deg),풍속 (m/s),해면기압 (hPa),원시자료
108,서울,2014-06-05 17,24.6,,50.0,3.2,1003.9,
108,서울,2014-06-05 18,24.2,,50.0,2.5,1003.9,
108,서울,2014-06-05 19,23.8,,70.0,2.9,1004.0,
108,서울,2014-06-05 20,23.2,,50.0,2.4,1004.2,
108,서울,2014-06-05 21,22.6,,20.0,1.1,1005.0,
108,서울,2014-06-05 22,22.3,,20.0,0.8,1005.5,
108,서울,2014-06-05 23,21.9,,20.0,1.2,1005.5,
108,서울,2014-06-06 00,21.4,,70.0,2.0,1005.2,
108,서울,2014-06-06 01,20.8,,50.0,2.4,1005.0,
108,서울,2014-06-06 02,20.0,,50.0,2.0,1005.1,
108,서울,2014-06-06 03,19.7,,50.0,1.9,1005.0,
108,서울,2014-06-06 04,19.8,,50.0,2.1,1005.1,
108,서울,2014-06-06 05,19.3,,50.0,2.8,1005.5,
108,서울,2014-06-06 06,18.9,,50.0,1.7,1005.9,
108,서울,2014-06-06 07,19.2,,50.0,1.2,1006.0,
108,서울,2014-06-06 08,22.0,,70.0,1.9,1006.1,
108,서울,2014-06-06 09,23.7,,90.0,2.3,1005.8,
108,서울,2014-06-06 10,25.6,,50.0,2.7,1005.5,
108,서울,2014-06-06 11,27.2,,90.0,2.3,1004.7,
108,서울,2014-06-06 12,28.3,,90.0,2.0,1004.7,
108,서울,2014-06-06 13,29.4,,70.0,2.3,1004.1,
108,서울,2014-06-06 14,30.5,,70.0,2.3,1003.3,
108,서울,2014-06-06 15,30.4,,340.0,2.5,1002.8,
108,서울,2014-06-06 16,30.7,,160.0,1.6,1002.3,
108,서울,2014-06-06 17,30.5,,250.0,3.5,1002.3,
108,서울,2014-06-06 18,28.8,,270.0,4.9,1002.4,
108,서울,2014-06-06 19,26.9,,270.0,4.4,1002.7,
108,서울,2014-06-06 20,24.1,,270.0,4.4,1003.4,
108,서울,2014-06-06 21,23.1,,270.0,3.7,1004.4,
108,서울,2014-06-06 22,22.8,,270.0,2.7,1005.1,
108,서울,2014-06-06 23,22.5,,250.0,0.9,1005.3,
108,서울,2014-06-07 00,21.9,,250.0,0.8,1005.0,
108,서울,2014-06-07 01,21.6,,0.0,0.3,1005.0,
108,서울,2014-06-07 02,21.2,,250.0,0.7,1004.7,
108,서울,2014-06-07 03,20.8,,270.0,1.7,1004.5,
108,서울,2014-06-07 04,20.3,,230.0,0.7,1004.7,
108,서울,2014-06-07 05,19.9,,250.0,1.6,1005.0,
108,서울,2014-06-07 06,19.9,,270.0,1.0,1005.0,
108,서울,2014-06-07 07,20.9,,50.0,1.0,1005.2,
108,서울,2014-06-07 08,22.9,,50.0,1.8,1005.5,
108,서울,2014-06-07 09,24.8,,50.0,1.5,1005.4,
108,서울,2014-06-07 10,25.5,,230.0,3.0,1005.5,
108,서울,2014-06-07 11,25.7,,290.0,2.2,1005.4,
108,서울,2014-06-07 12,26.5,,270.0,3.0,1005.0,
108,서울,2014-06-07 13,27.0,,320.0,2.4,1004.3,
108,서울,2014-06-07 14,26.4,,290.0,3.9,1004.2,
108,서울,2014-06-07 15,26.4,,270.0,3.1,1003.9,
108,서울,2014-06-07 16,25.6,,290.0,4.0,1003.7,
108,서울,2014-06-07 17,25.4,,290.0,4.4,1003.4,
108,서울,2014-06-07 18,25.8,,270.0,2.6,1003.2,
108,서울,2014-06-07 19,24.6,,270.0,4.4,1003.6,
108,서울,2014-06-07 20,23.4,,270.0,3.2,1003.9,
108,서울,2014-06-07 21,22.5,,270.0,1.7,1004.3,
108,서울,2014-06-07 22,21.9,,270.0,1.8,1004.5,
108,서울,2014-06-07 23,21.6,,290.0,3.1,1005.0,
108,서울,2014-06-08 00,21.2,,270.0,2.7,1005.2,
108,서울,2014-06-08 01,20.7,,270.0,2.6,1005.5,
108,서울,2014-06-08 02,20.4,,290.0,2.5,1005.3,
108,서울,2014-06-08 03,20.1,,270.0,1.9,1005.0,
108,서울,2014-06-08 04,19.8,,270.0,1.5,1005.0,
108,서울,2014-06-08 05,19.9,,270.0,2.7,1005.8,
108,서울,2014-06-08 06,19.9,,270.0,2.3,1006.1,
108,서울,2014-06-08 07,19.9,,230.0,3.4,1006.7,
108,서울,2014-06-08 08,20.9,,180.0,1.3,1006.5,
108,서울,2014-06-08 09,21.9,,250.0,2.3,1006.7,
108,서울,2014-06-08 10,22.4,,230.0,3.4,1006.8,
108,서울,2014-06-08 11,22.9,,230.0,3.8,1006.9,
108,서울,2014-06-08 12,24.0,,200.0,3.9,1006.5,
108,서울,2014-06-08 13,24.4,,250.0,3.8,1006.2,
108,서울,2014-06-08 14,23.5,,250.0,4.1,1006.1,
108,서울,2014-06-08 15,22.6,,250.0,5.4,1006.5,
108,서울,2014-06-08 16,22.9,,250.0,3.7,1006.5,
108,서울,2014-06-08 17,22.6,,290.0,3.3,1005.9,
108,서울,2014-06-08 18,22.5,,290.0,3.0,1006.1,
108,서울,2014-06-08 19,22.3,,290.0,2.9,1006.5,
108,서울,2014-06-08 20,21.3,,290.0,3.4,1007.2,
108,서울,2014-06-08 21,20.8,,290.0,2.6,1007.5,
108,서울,2014-06-08 22,19.9,,290.0,3.0,1008.2,
108,서울,2014-06-08 23,19.5,,250.0,2.1,1008.5,
108,서울,2014-06-09 00,19.2,,250.0,1.7,1008.2,
108,서울,2014-06-09 01,19.0,,290.0,1.3,1008.2,
108,서울,2014-06-09 02,18.7,,270.0,1.0,1008.4,
108,서울,2014-06-09 03,18.7,,290.0,2.0,1008.5,
108,서울,2014-06-09 04,18.7,,270.0,2.6,1008.7,
108,서울,2014-06-09 05,18.6,,290.0,2.0,1009.2,
108,서울,2014-06-09 06,18.5,,20.0,1.2,1009.2,
108,서울,2014-06-09 07,19.1,,20.0,1.5,1010.1,
108,서울,2014-06-09 08,20.3,,320.0,0.9,1010.1,
108,서울,2014-06-09 09,22.5,,50.0,2.4,1009.6,
108,서울,2014-06-09 10,24.0,,90.0,1.5,1009.7,
108,서울,2014-06-09 11,25.2,,90.0,2.6,1009.9,
108,서울,2014-06-09 12,25.3,,340.0,1.9,1009.7,
108,서울,2014-06-09 13,26.5,,320.0,1.5,1009.4,
108,서울,2014-06-09 14,28.0,,230.0,4.2,1008.9,
108,서울,2014-06-09 15,27.7,,250.0,3.9,1008.6,
108,서울,2014-06-09 16,26.9,,290.0,5.3,1008.2,
108,서울,2014-06-09 17,27.0,,250.0,4.0,1008.1,
108,서울,2014-06-09 18,25.5,,290.0,3.9,1008.1,
108,서울,2014-06-09 19,24.0,,290.0,4.0,1008.6,
108,서울,2014-06-09 20,23.1,,250.0,2.4,1009.0,
108,서울,2014-06-09 21,22.8,,250.0,2.7,1009.4,
108,서울,2014-06-09 22,22.3,,270.0,1.9,1010.1,
108,서울,2014-06-09 23,22.0,,270.0,2.1,1010.7,
108,서울,2014-06-10 00,22.0,,270.0,1.4,1010.7,
108,서울,2014-06-10 01,21.7,,270.0,0.7,1010.3,
108,서울,2014-06-10 02,21.4,,320.0,0.5,1010.3,
108,서울,2014-06-10 03,21.2,,50.0,2.5,1009.8,
108,서울,2014-06-10 04,21.0,,50.0,2.3,1010.0,
108,서울,2014-06-10 05,20.7,,70.0,2.2,1010.1,
108,서울,2014-06-10 06,20.6,,70.0,3.2,1010.3,
108,서울,2014-06-10 07,21.1,,70.0,2.5,1010.7,
108,서울,2014-06-10 08,22.0,,70.0,3.2,1010.9,
108,서울,2014-06-10 09,23.8,,70.0,2.4,1010.9,
108,서울,2014-06-10 10,24.9,,70.0,2.0,1010.8,
108,서울,2014-06-10 11,26.5,,70.0,2.5,1010.6,
108,서울,2014-06-10 12,27.6,,140.0,2.5,1010.3,
108,서울,2014-06-10 13,28.4,,50.0,2.2,1009.3,
108,서울,2014-06-10 14,28.1,,340.0,2.2,1008.5,
108,서울,2014-06-10 15,28.8,,110.0,1.2,1007.6,
108,서울,2014-06-10 16,27.5,0.0,20.0,1.1,1007.1,
108,서울,2014-06-10 17,24.6,1.5,290.0,2.1,1007.1,
108,서울,2014-06-10 18,23.9,1.0,50.0,3.0,1007.0,
108,서울,2014-06-10 19,24.0,,50.0,1.2,1007.4,
108,서울,2014-06-10 20,23.5,,110.0,2.9,1007.7,
108,서울,2014-06-10 21,22.9,0.0,70.0,2.9,1008.6,
108,서울,2014-06-10 22,20.5,0.5,290.0,3.1,1009.8,
108,서울,2014-06-10 23,20.3,1.5,290.0,2.3,1009.4,
108,서울,2014-06-11 00,20.0,1.0,20.0,0.7,1009.6,
108,서울,2014-06-11 01,19.7,0.5,70.0,2.2,1008.9,
108,서울,2014-06-11 02,19.4,0.0,50.0,2.0,1008.5,
108,서울,2014-06-11 03,19.3,0.0,290.0,2.1,1008.9,
108,서울,2014-06-11 04,19.0,1.0,70.0,2.6,1008.2,
108,서울,2014-06-11 05,18.8,0.0,70.0,2.2,1008.2,
108,서울,2014-06-11 06,18.7,0.0,50.0,2.6,1008.3,
108,서울,2014-06-11 07,19.0,,20.0,0.7,1008.4,
108,서울,2014-06-11 08,20.7,,50.0,1.8,1008.5,
108,서울,2014-06-11 09,21.9,,50.0,1.7,1008.0,
108,서울,2014-06-11 10,22.8,,70.0,1.2,1007.6,
108,서울,2014-06-11 11,24.0,,340.0,1.1,1007.0,
108,서울,2014-06-11 12,24.7,0.0,340.0,1.9,1006.6,
108,서울,2014-06-11 13,25.0,0.0,320.0,2.0,1005.8,
108,서울,2014-06-11 14,26.7,,110.0,1.4,1004.8,
108,서울,2014-06-11 15,24.2,0.0,230.0,4.5,1004.3,
108,서울,2014-06-11 16,19.3,13.0,230.0,5.0,1004.4,
108,서울,2014-06-11 17,18.5,3.0,270.0,3.2,1004.5,
108,서울,2014-06-11 18,18.3,0.0,270.0,1.6,1004.4,
108,서울,2014-06-11 19,18.5,0.5,360.0,0.9,1004.1,
108,서울,2014-06-11 20,18.5,0.0,0.0,0.4,1004.0,
108,서울,2014-06-11 21,18.3,,20.0,1.0,1004.7,
108,서울,2014-06-11 22,18.6,,20.0,0.9,1005.2,
108,서울,2014-06-11 23,18.6,0.5,180.0,1.1,1005.1,
108,서울,2014-06-12 00,18.5,0.5,20.0,1.2,1004.5,
108,서울,2014-06-12 01,18.5,0.1,50.0,2.7,1004.0,
108,서울,2014-06-12 02,18.4,0.0,50.0,2.7,1003.8,
108,서울,2014-06-12 03,18.3,,70.0,2.3,1003.8,
108,서울,2014-06-12 04,17.8,,50.0,2.1,1003.6,
108,서울,2014-06-12 05,17.3,,50.0,2.0,1003.7,
108,서울,2014-06-12 06,17.4,,50.0,1.9,1003.8,
108,서울,2014-06-12 07,18.8,,50.0,2.0,1004.0,
108,서울,2014-06-12 08,20.4,,360.0,0.8,1003.8,
108,서울,2014-06-12 09,21.8,,50.0,1.3,1003.4,
108,서울,2014-06-12 10,22.6,,320.0,0.9,1002.9,
108,서울,2014-06-12 11,23.5,,290.0,3.9,1002.4,
108,서울,2014-06-12 12,24.7,,320.0,2.7,1001.9,
108,서울,2014-06-12 13,25.3,,290.0,2.8,1001.3,
108,서울,2014-06-12 14,26.7,,290.0,3.4,1000.5,
108,서울,2014-06-12 15,26.8,,360.0,2.6,999.8,
108,서울,2014-06-12 16,24.2,,270.0,5.8,999.9,
108,서울,2014-06-12 17,22.6,,270.0,5.5,1000.4,
108,서울,2014-06-12 18,21.9,,270.0,5.2,1000.7,
108,서울,2014-06-12 19,21.1,,270.0,3.6,1000.6,
108,서울,2014-06-12 20,20.3,,270.0,3.2,1001.4,
108,서울,2014-06-12 21,20.0,,250.0,3.5,1001.8,
108,서울,2014-06-12 22,19.7,,250.0,2.6,1002.0,
108,서울,2014-06-12 23,19.4,,250.0,2.8,1002.1,
108,서울,2014-06-13 00,18.9,,230.0,3.1,1002.0,
108,서울,2014-06-13 01,18.4,,250.0,2.4,1002.1,
108,서울,2014-06-13 02,18.5,,200.0,2.8,1002.0,
108,서울,2014-06-13 03,18.6,,180.0,1.5,1002.1,
108,서울,2014-06-13 04,18.5,,230.0,1.8,1002.7,
108,서울,2014-06-13 05,18.5,,250.0,2.6,1002.9,
108,서울,2014-06-13 06,18.5,,230.0,2.2,1003.0,
108,서울,2014-06-13 07,18.6,,200.0,2.3,1002.9,
108,서울,2014-06-13 08,19.0,0.0,200.0,1.6,1002.9,
108,서울,2014-06-13 09,19.6,0.0,230.0,1.9,1003.3,
108,서울,2014-06-13 10,20.3,,200.0,1.8,1003.5,
108,서울,2014-06-13 11,20.7,,230.0,2.6,1003.7,
108,서울,2014-06-13 12,21.9,,250.0,4.3,1003.7,
108,서울,2014-06-13 13,22.6,,200.0,4.3,1003.4,
108,서울,2014-06-13 14,24.7,,250.0,4.1,1003.3,
108,서울,2014-06-13 15,25.1,,230.0,4.0,1002.8,
108,서울,2014-06-13 16,25.5,,270.0,3.3,1002.7,
108,서울,2014-06-13 17,25.3,,230.0,4.1,1002.5,
108,서울,2014-06-13 18,24.8,,250.0,3.4,1003.1,
108,서울,2014-06-13 19,23.9,,250.0,3.5,1003.7,
108,서울,2014-06-13 20,22.8,,270.0,2.5,1004.2,
108,서울,2014-06-13 21,22.0,,270.0,1.9,1004.8,
108,서울,2014-06-13 22,21.4,,270.0,2.3,1005.4,
108,서울,2014-06-13 23,20.9,,230.0,3.0,1006.1,
108,서울,2014-06-14 00,20.2,,250.0,2.2,1006.5,
108,서울,2014-06-14 01,19.6,,270.0,2.0,1006.5,
108,서울,2014-06-14 02,19.3,,200.0,2.9,1006.4,
108,서울,2014-06-14 03,18.7,,250.0,3.4,1006.5,
108,서울,2014-06-14 04,18.3,,250.0,2.7,1006.6,
108,서울,2014-06-14 05,18.4,,230.0,2.1,1007.0,
108,서울,2014-06-14 06,18.4,,250.0,2.5,1007.3,
108,서울,2014-06-14 07,18.7,,230.0,3.1,1007.7,
108,서울,2014-06-14 08,19.5,,230.0,2.6,1008.0,
108,서울,2014-06-14 09,21.1,,230.0,2.6,1008.0,
108,서울,2014-06-14 10,22.8,,200.0,2.4,1007.6,
108,서울,2014-06-14 11,24.6,,230.0,2.6,1007.4,
108,서울,2014-06-14 12,25.8,,250.0,3.9,1007.3,
108,서울,2014-06-14 13,26.7,,250.0,3.7,1006.8,
108,서울,2014-06-14 14,26.9,,270.0,4.2,1006.4,
108,서울,2014-06-14 15,27.5,,250.0,4.2,1006.1,
108,서울,2014-06-14 16,27.6,,270.0,4.1,1005.8,
108,서울,2014-06-14 17,27.1,,290.0,4.2,1005.5,
108,서울,2014-06-14 18,26.1,,270.0,5.2,1005.6,
108,서울,2014-06-14 19,24.5,,270.0,5.4,1005.7,
108,서울,2014-06-14 20,22.5,,270.0,3.6,1006.3,
108,서울,2014-06-14 21,21.8,,270.0,3.3,1007.0,
108,서울,2014-06-14 22,21.1,,270.0,2.8,1007.6,
108,서울,2014-06-14 23,20.6,,270.0,2.8,1007.8,
108,서울,2014-06-15 00,20.3,,270.0,2.0,1007.6,
108,서울,2014-06-15 01,19.8,,290.0,1.9,1007.3,
108,서울,2014-06-15 02,19.5,,270.0,2.8,1007.1,
108,서울,2014-06-15 03,19.7,,270.0,2.7,1007.3,
108,서울,2014-06-15 04,19.8,,290.0,1.8,1007.4,
108,서울,2014-06-15 05,19.8,,250.0,1.6,1007.2,
108,서울,2014-06-15 06,19.7,,200.0,1.9,1007.2,
108,서울,2014-06-15 07,20.0,,230.0,2.4,1007.5,
108,서울,2014-06-15 08,20.8,,250.0,1.9,1007.5,
108,서울,2014-06-15 09,22.2,,230.0,2.7,1007.4,
108,서울,2014-06-15 10,23.6,,250.0,2.8,1007.3,
108,서울,2014-06-15 11,25.1,,250.0,3.1,1007.1,
108,서울,2014-06-15 12,26.1,,270.0,3.6,1006.8,
108,서울,2014-06-15 13,27.0,,230.0,4.5,1006.3,
108,서울,2014-06-15 14,27.6,,270.0,4.8,1005.9,
108,서울,2014-06-15 15,28.2,,250.0,5.3,1005.3,
108,서울,2014-06-15 16,28.3,,230.0,4.2,1005.2,
108,서울,2014-06-15 17,27.8,,270.0,5.1,1005.0,
108,서울,2014-06-15 18,26.8,,270.0,4.9,1004.9,
108,서울,2014-06-15 19,25.1,,270.0,4.3,1005.2,
108,서울,2014-06-15 20,23.3,,270.0,4.6,1005.5,
108,서울,2014-06-15 21,22.3,,270.0,4.0,1006.2,
108,서울,2014-06-15 22,21.7,,270.0,3.7,1006.8,
108,서울,2014-06-15 23,21.3,,270.0,2.8,1007.0,
108,서울,2014-06-16 00,20.8,,270.0,2.3,1007.2,
108,서울,2014-06-16 01,20.4,,270.0,2.1,1007.1,
108,서울,2014-06-16 02,20.0,,250.0,2.4,1007.1,
108,서울,2014-06-16 03,19.6,,270.0,2.0,1006.8,
108,서울,2014-06-16 04,19.4,,270.0,1.0,1006.7,
108,서울,2014-06-16 05,19.1,,250.0,1.1,1006.6,
108,서울,2014-06-16 06,19.1,,290.0,0.5,1006.6,
108,서울,2014-06-16 07,20.0,,50.0,0.7,1006.5,
108,서울,2014-06-16 08,21.6,,20.0,0.5,1006.6,
108,서울,2014-06-16 09,23.3,,230.0,1.2,1006.4,
108,서울,2014-06-16 10,24.9,,290.0,3.5,1006.4,
108,서울,2014-06-16 11,25.6,,270.0,4.1,1006.3,
108,서울,2014-06-16 12,26.7,,250.0,2.9,1006.0,
108,서울,2014-06-16 13,27.7,,270.0,3.7,1005.5,
108,서울,2014-06-16 14,28.5,,270.0,3.2,1004.9,
108,서울,2014-06-16 15,28.7,,270.0,2.8,1004.5,
108,서울,2014-06-16 16,28.6,,270.0,3.9,1004.3,
108,서울,2014-06-16 17,28.6,,270.0,4.9,1003.8,
108,서울,2014-06-16 18,27.9,,270.0,3.2,1003.9,
108,서울,2014-06-16 19,26.4,,270.0,4.2,1004.1,
108,서울,2014-06-16 20,24.7,,290.0,3.2,1004.7,
108,서울,2014-06-16 21,23.6,,270.0,2.5,1005.3,
108,서울,2014-06-16 22,22.9,,270.0,2.8,1006.0,
108,서울,2014-06-16 23,22.7,,270.0,1.3,1006.0,
108,서울,2014-06-17 00,22.6,,290.0,1.6,1005.9,
108,서울,2014-06-17 01,22.5,,270.0,1.1,1005.7,
108,서울,2014-06-17 02,22.5,,250.0,2.2,1005.7,
108,서울,2014-06-17 03,22.3,,250.0,2.3,1005.6,
108,서울,2014-06-17 04,22.0,,250.0,1.5,1005.6,
108,서울,2014-06-17 05,21.7,,250.0,1.7,1005.3,
108,서울,2014-06-17 06,21.5,,290.0,0.8,1005.4,
108,서울,2014-06-17 07,21.9,,270.0,1.4,1005.8,
108,서울,2014-06-17 08,22.6,,290.0,1.1,1005.9,
108,서울,2014-06-17 09,23.2,,230.0,1.6,1005.7,
108,서울,2014-06-17 10,24.2,,340.0,1.3,1005.6,
108,서울,2014-06-17 11,25.5,,230.0,0.6,1005.2,
108,서울,2014-06-17 12,27.6,,180.0,2.1,1004.6,
108,서울,2014-06-17 13,29.1,,90.0,1.2,1004.0,
108,서울,2014-06-17 14,30.2,,180.0,1.8,1003.4,
108,서울,2014-06-17 15,30.3,,230.0,1.9,1002.9,
108,서울,2014-06-17 16,30.4,,250.0,2.4,1002.4,
108,서울,2014-06-17 17,29.3,,230.0,3.3,1002.1,
108,서울,2014-06-17 18,26.5,,290.0,3.2,1002.3,
108,서울,2014-06-17 19,25.6,,290.0,3.0,1003.2,
108,서울,2014-06-17 20,25.2,0.0,20.0,1.2,1003.6,
108,서울,2014-06-17 21,23.0,3.5,320.0,1.0,1004.0,
108,서울,2014-06-17 22,22.6,0.0,50.0,2.1,1004.5,
108,서울,2014-06-17 23,22.3,,20.0,1.8,1004.5,
108,서울,2014-06-18 00,21.7,,50.0,2.6,1004.4,
108,서울,2014-06-18 01,21.4,,50.0,2.8,1004.3,
108,서울,2014-06-18 02,21.5,0.1,70.0,2.7,1004.1,
108,서울,2014-06-18 03,21.3,,70.0,2.9,1003.9,
108,서울,2014-06-18 04,21.2,,70.0,3.2,1003.7,
108,서울,2014-06-18 05,20.9,,50.0,2.8,1003.8,
108,서울,2014-06-18 06,20.5,,50.0,2.4,1004.6,
108,서울,2014-06-18 07,21.2,,70.0,2.1,1004.8,
108,서울,2014-06-18 08,22.8,,70.0,2.9,1005.1,
108,서울,2014-06-18 09,24.2,,50.0,2.4,1005.0,
108,서울,2014-06-18 10,25.5,,230.0,1.2,1005.0,
108,서울,2014-06-18 11,26.9,,270.0,2.2,1004.8,
108,서울,2014-06-18 12,27.8,,270.0,3.0,1004.2,
108,서울,2014-06-18 13,28.7,,250.0,2.8,1003.6,
108,서울,2014-06-18 14,28.7,,270.0,4.9,1003.5,
108,서울,2014-06-18 15,28.6,,270.0,5.2,1003.0,
108,서울,2014-06-18 16,29.0,,290.0,4.2,1002.6,
108,서울,2014-06-18 17,28.3,,270.0,5.3,1003.0,
108,서울,2014-06-18 18,27.1,,270.0,5.4,1002.9,
108,서울,2014-06-18 19,25.5,,270.0,4.3,1003.1,
108,서울,2014-06-18 20,24.1,,270.0,5.0,1003.9,
108,서울,2014-06-18 21,23.1,,290.0,3.0,1004.4,
108,서울,2014-06-18 22,22.5,,270.0,2.7,1005.0,
108,서울,2014-06-18 23,22.2,,270.0,3.1,1004.8,
108,서울,2014-06-19 00,22.2,,230.0,1.8,1004.7,
108,서울,2014-06-19 01,21.8,,270.0,2.3,1005.2,
108,서울,2014-06-19 02,21.5,,270.0,2.6,1005.1,
108,서울,2014-06-19 03,21.4,,270.0,2.7,1005.0,
108,서울,2014-06-19 04,21.4,,250.0,3.5,1004.8,
108,서울,2014-06-19 05,21.2,,200.0,3.6,1004.9,
108,서울,2014-06-19 06,20.8,,250.0,2.6,1005.4,
108,서울,2014-06-19 07,20.9,,250.0,3.2,1006.0,
108,서울,2014-06-19 08,21.3,,230.0,3.9,1006.2,
108,서울,2014-06-19 09,21.8,,230.0,2.7,1006.6,
108,서울,2014-06-19 10,22.2,0.0,230.0,4.0,1006.1,
108,서울,2014-06-19 11,22.8,0.0,230.0,4.6,1006.1,
108,서울,2014-06-19 12,23.7,,250.0,3.4,1005.8,
108,서울,2014-06-19 13,24.3,,230.0,5.2,1005.4,
108,서울,2014-06-19 14,25.5,,270.0,4.9,1005.0,
108,서울,2014-06-19 15,25.2,,250.0,4.7,1005.0,
108,서울,2014-06-19 16,24.7,,250.0,4.0,1005.2,
108,서울,2014-06-19 17,24.4,0.0,250.0,3.1,1005.3,
108,서울,2014-06-19 18,23.5,0.0,250.0,4.5,1005.0,
108,서울,2014-06-19 19,23.0,,230.0,4.4,1005.6,
108,서울,2014-06-19 20,22.7,,270.0,3.1,1006.1,
108,서울,2014-06-19 21,22.3,,270.0,3.6,1006.5,
108,서울,2014-06-19 22,22.0,,270.0,3.2,1007.0,
108,서울,2014-06-19 23,21.7,,270.0,2.9,1006.8,
108,서울,2014-06-20 00,21.6,,290.0,2.7,1006.7,
108,서울,2014-06-20 01,21.4,,290.0,2.4,1006.8,
108,서울,2014-06-20 02,21.4,,290.0,2.2,1007.2,
108,서울,2014-06-20 03,21.0,,290.0,1.4,1007.3,
108,서울,2014-06-20 04,20.7,,270.0,1.1,1007.2,
108,서울,2014-06-20 05,20.7,,0.0,0.3,1007.7,
108,서울,2014-06-20 06,20.9,,340.0,0.8,1007.9,
108,서울,2014-06-20 07,21.3,,20.0,1.1,1008.2,
108,서울,2014-06-20 08,22.0,,340.0,0.8,1008.5,
108,서울,2014-06-20 09,23.3,,50.0,1.7,1008.6,
108,서울,2014-06-20 10,24.4,,70.0,2.3,1008.1,
108,서울,2014-06-20 11,25.6,,70.0,2.5,1008.2,
108,서울,2014-06-20 12,27.0,,70.0,2.2,1007.6,
108,서울,2014-06-20 13,28.1,,70.0,2.1,1007.2,
108,서울,2014-06-20 14,28.3,,290.0,0.9,1007.0,
108,서울,2014-06-20 15,28.3,,140.0,2.0,1007.1,
108,서울,2014-06-20 16,27.7,0.0,340.0,1.8,1006.7,
108,서울,2014-06-20 17,27.1,0.2,20.0,1.7,1006.3,
108,서울,2014-06-20 18,26.0,0.2,360.0,2.3,1006.6,
108,서울,2014-06-20 19,25.0,0.1,290.0,0.7,1006.9,
108,서울,2014-06-20 20,24.5,,20.0,0.6,1007.2,
108,서울,2014-06-20 21,24.2,0.0,0.0,0.4,1007.9,
108,서울,2014-06-20 22,23.8,0.5,20.0,0.6,1008.8,
108,서울,2014-06-20 23,22.8,0.5,90.0,1.8,1009.0,
108,서울,2014-06-21 00,22.8,0.0,110.0,2.2,1008.6,
108,서울,2014-06-21 01,21.6,2.5,70.0,2.3,1009.0,
108,서울,2014-06-21 02,20.9,0.0,70.0,2.6,1009.1,
108,서울,2014-06-21 03,20.5,0.0,70.0,4.1,1009.0,
108,서울,2014-06-21 04,20.2,,70.0,3.4,1009.0,
108,서울,2014-06-21 05,20.0,0.0,70.0,3.6,1008.7,
108,서울,2014-06-21 06,19.8,0.5,70.0,2.9,1009.0,
108,서울,2014-06-21 07,20.2,,70.0,3.7,1008.8,
108,서울,2014-06-21 08,21.6,,70.0,3.1,1008.8,
108,서울,2014-06-21 09,22.9,,70.0,3.3,1008.7,
108,서울,2014-06-21 10,23.8,,50.0,3.4,1008.3,
108,서울,2014-06-21 11,25.6,,70.0,2.1,1008.4,
108,서울,2014-06-21 12,26.5,,110.0,2.6,1008.1,
108,서울,2014-06-21 13,27.2,,110.0,1.8,1007.2,
108,서울,2014-06-21 14,27.4,,70.0,2.1,1006.7,
108,서울,2014-06-21 15,28.0,,50.0,2.3,1006.7,
108,서울,2014-06-21 16,28.1,,20.0,0.9,1006.0,
108,서울,2014-06-21 17,27.9,,340.0,0.9,1005.8,
108,서울,2014-06-21 18,25.7,0.0,230.0,1.6,1006.0,
108,서울,2014-06-21 19,24.0,0.0,360.0,1.3,1006.5,
108,서울,2014-06-21 20,22.3,5.0,90.0,2.7,1007.4,
108,서울,2014-06-21 21,21.1,0.5,70.0,2.2,1007.3,
108,서울,2014-06-21 22,20.8,,50.0,2.8,1008.0,
108,서울,2014-06-21 23,20.6,,50.0,2.9,1008.1,
108,서울,2014-06-22 00,20.6,,50.0,2.3,1007.9,
108,서울,2014-06-22 01,20.6,,70.0,1.6,1007.7,
108,서울,2014-06-22 02,20.5,,50.0,2.3,1007.6,
108,서울,2014-06-22 03,20.3,,50.0,1.7,1007.4,
108,서울,2014-06-22 04,20.2,,50.0,2.2,1007.4,
108,서울,2014-06-22 05,20.3,,70.0,2.0,1007.5,
108,서울,2014-06-22 06,20.2,,50.0,2.2,1007.8,
108,서울,2014-06-22 07,20.9,,50.0,2.0,1008.1,
108,서울,2014-06-22 08,22.2,,90.0,2.0,1008.3,
108,서울,2014-06-22 09,24.2,,50.0,2.6,1007.9,
108,서울,2014-06-22 10,24.6,,340.0,0.9,1007.7,
108,서울,2014-06-22 11,25.5,,320.0,0.7,1007.3,
108,서울,2014-06-22 12,27.1,,250.0,1.4,1006.8,
108,서울,2014-06-22 13,27.6,,290.0,2.4,1006.4,
108,서울,2014-06-22 14,27.7,,140.0,0.8,1005.9,
108,서울,2014-06-22 15,27.8,,20.0,1.1,1005.4,
108,서울,2014-06-22 16,28.1,,250.0,3.2,1005.0,
108,서울,2014-06-22 17,28.6,,320.0,3.0,1004.8,
108,서울,2014-06-22 18,27.3,,90.0,1.3,1004.7,
108,서울,2014-06-22 19,25.1,,110.0,2.9,1006.0,
108,서울,2014-06-22 20,23.0,0.1,70.0,2.2,1006.6,
108,서울,2014-06-22 21,21.5,0.3,70.0,1.9,1006.4,
108,서울,2014-06-22 22,21.5,,20.0,1.7,1007.1,
